id,title,authors,categories,abstract,update_date,versions
0704.0231,Interpolating and sampling sequences in finite Riemann surfaces,Joaquim Ortega-Cerda,math.CV,"  We provide a description of the interpolating and sampling sequences on a
space of holomorphic functions with a uniform growth restriction defined on
finite Riemann surfaces.
...",2014-02-26,1
0704.0232,"New algebraic aspects of perturbative and non-perturbative Quantum Field
  Theory","Christoph Bergbauer, Dirk Kreimer",hep-th,"  In this expository article we review recent advances in our understanding of
the combinatorial and algebraic structure of perturbation theory in terms of
Feynman graphs, and Dyson-Schwinger equation...",2009-11-04,2
0704.0233,"Many-body interband tunneling as a witness for complex dynamics in the
  Bose-Hubbard model","Andrea Tomadin, Riccardo Mannella, and Sandro Wimberger",cond-mat.other,"  A perturbative model is studied for the tunneling of many-particle states
from the ground band to the first excited energy band, mimicking Landau-Zener
decay for ultracold, spinless atoms in quasi-o...",2007-10-10,1
0704.0234,"Comments on ``Are Swift Gamma-Ray Bursts consistent with the Ghirlanda
  relation?"", by Campana et al.(astro--ph/0703676)","G. Ghirlanda (1), L. Nava (1,2), G. Ghisellini (1), C. Firmani (1,3)
  ((1) Osserv. Astr. di Brera, (2) Univ. degli Studi dell'Insubria, (3)
  U.N.A.M.)",astro-ph,"  In their recent paper, Campana et al. (2007) found that 5 bursts, among those
detected by Swift, are outliers with respect to the E_peak-E_gamma
(""Ghirlanda"") correlation. We instead argue that they...",2007-05-23,1
0704.0235,The Determination of the Helicity of $W'$ Boson Couplings at the LHC,Thomas G. Rizzo,hep-ph hep-ex,"  Apart from its mass and width, the most important property of a new charged
gauge boson, $W'$, is the helicity of its couplings to the SM fermions. Such
particles are expected to exist in many exten...",2009-11-13,4
0704.0236,Curvature flows in semi-Riemannian manifolds,Claus Gerhardt,math.DG,"  We prove that the limit hypersurfaces of converging curvature flows are
stable, if the initial velocity has a weak sign, and give a survey of the
existence and regularity results.
...",2008-09-16,4
0704.0237,Hydrodynamic and Spectral Simulations of HMXB Winds,"Christopher W. Mauche, Duane A. Liedahl, Shizuka Akiyama (Lawrence
  Livermore Nat'l Lab.), Tomasz Plewa (University of Chicago)",astro-ph,"  We describe preliminary results of a global model of the radiatively-driven
photoionized wind and accretion flow of the high-mass X-ray binary Vela X-1.
The full model combines FLASH hydrodynamic ca...",2009-06-23,1
0704.0238,"Radio Astrometric Detection and Characterization of Extra-Solar Planets:
  A White Paper Submitted to the NSF ExoPlanet Task Force","Geoffrey C. Bower (Berkeley), Alberto Bolatto (Berkeley), Eric Ford
  (CfA, Florida), Paul Kalas (Berkeley), Jim Ulvestad (NRAO)",astro-ph,"  The extraordinary astrometric accuracy of radio interferometry creates an
important and unique opportunity for the discovery and characterization of
exo-planets. Currently, the Very Long Baseline Ar...",2007-05-23,1
0704.0239,Interface dynamics of microscopic cavities in water,Joachim Dzubiella,cond-mat.soft,"  An analytical description of the interface motion of a collapsing
nanometer-sized spherical cavity in water is presented by a modification of the
Rayleigh-Plesset equation in conjunction with explic...",2009-11-13,1
0704.0240,"Viscosity, Black Holes, and Quantum Field Theory","D. T. Son, A. O. Starinets",hep-th,"  We review recent progress in applying the AdS/CFT correspondence to
finite-temperature field theory. In particular, we show how the hydrodynamic
behavior of field theory is reflected in the low-mome...",2008-11-26,2
0704.0241,"Superconducting states of the quasi-2D Holstein model: Effects of vertex
  and non-local corrections",J.P.Hague,cond-mat.supr-con,"  I investigate superconducting states in a quasi-2D Holstein model using the
dynamical cluster approximation (DCA). The effects of spatial fluctuations
(non-local corrections) are examined and approx...",2015-05-13,1
0704.0242,Masers and star formation,Vincent L. Fish (NRAO),astro-ph,"  Recent observational and theoretical advances concerning astronomical masers
in star forming regions are reviewed. Major masing species are considered
individually and in combination. Key results ar...",2009-11-13,1
0704.0243,"Renormalized quasiparticles in antiferromagnetic states of the Hubbard
  model",J. Bauer and A.C. Hewson,cond-mat.str-el,"  We analyze the properties of the quasiparticle excitations of metallic
antiferromagnetic states in a strongly correlated electron system. The study is
based on dynamical mean field theory (DMFT) for...",2009-11-13,2
0704.0244,"Comparison of exact-exchange calculations for solids in
  current-spin-density- and spin-density-functional theory","S. Sharma (1,2), S. Pittalis (2), S. Kurth (2), S. Shallcross (3), J.
  K. Dewhurst (4) and E. K. U. Gross (2)",cond-mat.mtrl-sci,"  The relative merits of current-spin-density- and spin-density-functional
theory are investigated for solids treated within the exact-exchange-only
approximation. Spin-orbit splittings and orbital ma...",2009-11-13,2
0704.0245,One-loop MHV Rules and Pure Yang-Mills,"Andreas Brandhuber, Bill Spence, Gabriele Travaglini, Konstantinos
  Zoubos",hep-th hep-ph,"  It has been known for some time that the standard MHV diagram formulation of
perturbative Yang-Mills theory is incomplete, as it misses rational terms in
one-loop scattering amplitudes of pure Yang-...",2008-11-26,2
0704.0246,"Fermi-liquid effects in the transresistivity in quantum Hall double
  layers near $\nu= 1/2 $",Natalya A. Zimbovskaya,cond-mat.mes-hall,"  Here, we present theoretical studies of the temperature and magnetic field
dependences of the Coulomb drag transresistivity between two parallel layers of
two dimensional electron gases in quantum H...",2007-05-23,1
0704.0247,Geometry of four-dimensional Killing spinors,"S. L. Cacciatori, M. M. Caldarelli, D. Klemm, D. S. Mansi, D. Roest",hep-th gr-qc,"  The supersymmetric solutions of N=2, D=4 minimal ungauged and gauged
supergravity are classified according to the fraction of preserved
supersymmetry using spinorial geometry techniques. Subject to ...",2008-11-26,2
0704.0248,"A Rigorous Time-Domain Analysis of Full--Wave Electromagnetic Cloaking
  (Invisibility)",Ricardo Weder,physics.optics math-ph math.MP,"  There is currently a great deal of interest in the theoretical and practical
possibility of cloaking objects from the observation by electromagnetic waves.
The basic idea of these invisibility devic...",2008-02-04,4
0704.0249,Non-perturbative conserving approximations and Luttinger's sum rule,"Jutta Ortloff, Matthias Balzer, Michael Potthoff",cond-mat.str-el,"  Weak-coupling conserving approximations can be constructed by truncations of
the Luttinger-Ward functional and are well known as thermodynamically
consistent approaches which respect macroscopic con...",2009-11-13,2
0704.0250,2D-MIT as self-doping of a Wigner-Mott insulator,S. Pankov and V. Dobrosavljevic,cond-mat.str-el cond-mat.dis-nn,"  We consider an interaction-driven scenario for the two-dimensional
metal-insulator transition in zero magnetic field (2D-MIT), based on melting
the Wigner crystal through vacancy-interstitial pair f...",2008-03-07,1
0704.0251,Entanglement of Subspaces and Error Correcting Codes,"Gilad Gour, Nolan R. Wallach",quant-ph,"  We introduce the notion of entanglement of subspaces as a measure that
quantify the entanglement of bipartite states in a randomly selected subspace.
We discuss its properties and in particular we s...",2011-11-09,2
0704.0252,"Does the present data on B_s - bar B_s mixing rule out a large
  enhancement in the branching ratio of B_s --> mu+ mu- ?",Ashutosh Kumar Alok and S. Uma Sankar,hep-ph,"  In this letter, we consider the constraints imposed by the recent measurement
of B_s - bar B_s mixing on the new physics contribution to the rare decay B_s
--> mu+ mu-. New physics in the form vecto...",2007-05-23,1
0704.0253,"The Spitzer c2d Survey of Large, Nearby, Interstellar Clouds VIII.
  Serpens Observed with MIPS","Paul M. Harvey, Luisa M. Rebull, Tim Brooke, William J. Spiesman,
  Nicholas Chapman, Tracy L. Huard, Neal J. Evans II, Lucas Cieza, Shih-Ping
  Lai, Lori E. Allen, Lee G. Mundy, Deborah L. Padgett, Anneila I. Sargent,
  Karl R. Stapelfeldt, Philip C. Myers, Ewine F. van Dishoeck, Geoffrey A.
  Blake, David W. Koerner",astro-ph,"  We present maps of 1.5 square degrees of the Serpens dark cloud at 24, 70,
and 160\micron observed with the Spitzer Space Telescope MIPS Camera. More than
2400 compact sources have been extracted at...",2010-03-18,1
0704.0254,Unravelling the sbottom spin at the CERN LHC,Alexandre Alves and Oscar Eboli,hep-ph,"  Establishing that a signal of new physics is undoubtly supersymmetric
requires not only the discovery of the supersymmetric partners but also probing
their spins and couplings. We show that the sbot...",2008-11-26,1
0704.0255,Modeling the three-point correlation function,"Felipe Marin (Chicago, KICP), Risa Wechsler (KIPAC, Stanford), Joshua
  Frieman (Chicago, KICP and Fermilab), Robert Nichol (ICG, Portsmouth)",astro-ph,"  We present new predictions for the galaxy three-point correlation function
(3PCF) using high-resolution dissipationless cosmological simulations of a flat
LCDM Universe which resolve galaxy-size hal...",2008-11-26,2
0704.0256,"Multi-spectral Observations of Lunar Occultations: I. Resolving The Dust
  Shell Around AFGL 5440",Paul M. Harvey and Andrew Oldag,astro-ph,"  We present observations and modeling of a lunar occultation of the
dust-enshrouded carbon star AFGL 5440. The observations were made over a
continuous range of wavelengths from 1 - 4um with a high-s...",2009-11-13,1
0704.0257,"Orbifold cohomology of abelian symplectic reductions and the case of
  weighted projective spaces",Tara S. Holm,math.SG math.AG,"  These notes accompany a lecture about the topology of symplectic (and other)
quotients. The aim is two-fold: first to advertise the ease of computation in
the symplectic category; and second to give...",2007-05-23,1
0704.0258,"Correlation functions in the Non Perturbative Renormalization Group and
  field expansion","Diego Guerra, Ramon Mendez-Galain and Nicolas Wschebor",hep-th cond-mat.stat-mech,"  The usual procedure of including a finite number of vertices in Non
Perturbative Renormalization Group equations in order to obtain $n$-point
correlation functions at finite momenta is analyzed. Thi...",2008-11-26,2
0704.0259,Formation and Collisional Evolution of Kuiper Belt Objects,"Scott J. Kenyon, Benjamin C. Bromley, David P. O'Brien, Donald R.
  Davis",astro-ph,"  This chapter summarizes analytic theory and numerical calculations for the
formation and collisional evolution of KBOs at 20--150 AU. We describe the main
predictions of a baseline self-stirring mod...",2007-05-23,1
0704.0260,On Existence of Boundary Values of Polyharmonic Functions,"M. L. Gorbachuk, S. M. Torba",math.FA math.AP,"  In trigonometric series terms all polyharmonic functions inside the unit disk
are described. For such functions it is proved the existence of their boundary
values on the unit circle in the space of...",2007-05-23,1
0704.0261,"Constraints on the Self-Interaction Cross-Section of Dark Matter from
  Numerical Simulations of the Merging Galaxy Cluster 1E 0657-5","Scott W. Randall, Maxim Markevitch, Douglas Clowe, Anthony H.
  Gonzalez, and Marusa Bradac",astro-ph,"  (Abridged) We compare recent results from X-ray, strong lensing, weak
lensing, and optical observations with numerical simulations of the merging
galaxy cluster 1E0657-56. X-ray observations reveal ...",2009-11-13,1
0704.0262,Stringy Instantons at Orbifold Singularities,"Riccardo Argurio, Matteo Bertolini, Gabriele Ferretti, Alberto Lerda
  and Christoffer Petersson",hep-th,"  We study the effects produced by D-brane instantons on the holomorphic
quantities of a D-brane gauge theory at an orbifold singularity. These effects
are not limited to reproducing the well known co...",2009-11-13,3
0704.0263,Turbulent Diffusion of Lines and Circulations,Gregory L. Eyink,physics.flu-dyn physics.plasm-ph,"  We study material lines and passive vectors in a model of turbulent flow at
infinite-Reynolds number, the Kraichnan-Kazantsev ensemble of velocities that
are white-noise in time and rough (Hoelder c...",2009-11-13,1
0704.0264,Gluon Radiation of an Expanding Color Skyrmion in the Quark-Gluon Plasma,Jian Dai,hep-ph hep-th nucl-th,"  The density of states and energy spectrum of the gluon radiation are
calculated for the color current of an expanding hydrodynamic skyrmion in the
quark gluon plasma with a semiclassical method. Res...",2007-05-23,1
